102;6021;2017-12-19 09:59:02.683320
102;10112;2017-12-19 09:59:50.404341
102;10112;2017-12-19 10:00:14.996336
102;10112;2017-12-19 10:00:34.821272
102;10110;2017-12-19 10:00:55.791157
102;10110;2017-12-19 10:01:17.605537
628;8303;2017-12-19 10:02:28.124241
102;9988;2017-12-19 10:04:53.104563
102;9988;2017-12-19 10:05:01.427674
102;9988;2017-12-19 10:05:13.586879
102;7902;2017-12-19 10:08:15.848980
102;7902;2017-12-19 10:09:38.266026
102;7902;2017-12-19 10:09:53.303244
102;7902;2017-12-19 10:10:07.204994
102;7902;2017-12-19 10:10:09.705908
102;7902;2017-12-19 10:10:10.206597
102;7902;2017-12-19 10:10:10.618468
102;7902;2017-12-19 10:10:10.941514
102;7902;2017-12-19 10:10:11.164358
102;7902;2017-12-19 10:10:11.487628
102;7902;2017-12-19 10:10:11.710405
102;7902;2017-12-19 10:10:11.944765
102;7902;2017-12-19 10:10:12.212246
102;7902;2017-12-19 10:10:12.490614
102;7902;2017-12-19 10:10:12.726020
102;7902;2017-12-19 10:10:12.971442
102;7902;2017-12-19 10:10:13.183347
102;7902;2017-12-19 10:10:16.340632
102;7902;2017-12-19 10:10:23.386717
102;7902;2017-12-19 10:10:25.144056
102;7902;2017-12-19 10:10:27.944643
102;7902;2017-12-19 10:10:30.735293
102;7902;2017-12-19 10:10:34.769818
102;7902;2017-12-19 10:10:35.125929
102;7902;2017-12-19 10:10:35.593606
102;7902;2017-12-19 10:10:36.006480
102;7902;2017-12-19 10:10:36.451959
102;7902;2017-12-19 10:10:36.741677
102;7902;2017-12-19 10:10:37.075913
102;7902;2017-12-19 10:10:37.398875
102;7902;2017-12-19 10:10:38.077465
102;7902;2017-12-19 10:10:40.979267
102;7903;2017-12-19 10:10:47.492708
102;7903;2017-12-19 10:11:26.952291
102;7903;2017-12-19 10:11:40.211184
102;7902;2017-12-19 10:11:54.670699
102;7902;2017-12-19 10:12:09.172086
102;6586;2017-12-19 10:13:04.889072
102;8531;2017-12-19 10:14:13.316807
102;8955;2017-12-19 10:16:28.804181
102;7727;2017-12-19 10:18:01.346617
102;10103;2017-12-19 10:18:31.940233
102;10104;2017-12-19 10:18:36.107791
102;10103;2017-12-19 10:18:37.553526
102;10107;2017-12-19 10:18:41.665398
102;10103;2017-12-19 10:18:42.855339
102;10109;2017-12-19 10:18:45.345936
102;10103;2017-12-19 10:18:46.702896
102;10103;2017-12-19 10:18:50.137998
620;7912;2017-12-19 10:22:44.199318
620;10042;2017-12-19 10:24:31.917488
918;10120;2017-12-19 11:12:33.171506
102;10562;2017-12-19 11:17:02.888575
102;10293;2017-12-19 11:30:04.776256
102;10567;2017-12-19 11:30:18.145835
102;10582;2017-12-19 11:33:30.645739
102;10293;2017-12-19 11:33:46.903777
102;8842;2017-12-19 11:34:11.817877
102;9588;2017-12-19 11:39:19.205383
102;9114;2017-12-19 11:39:39.422537
462;10230;2017-12-19 11:41:07.215655
462;10498;2017-12-19 11:41:46.697874
102;9023;2017-12-19 11:41:54.333221
102;9584;2017-12-19 11:42:03.557260
462;10540;2017-12-19 11:42:54.785104
462;10505;2017-12-19 11:43:02.008868
462;10501;2017-12-19 11:43:14.632812
462;10534;2017-12-19 11:44:04.492090
462;10355;2017-12-19 11:44:41.418792
462;10354;2017-12-19 11:44:43.141529
462;10355;2017-12-19 11:45:35.011854
102;7902;2017-12-19 11:45:57.948717
462;10388;2017-12-19 11:46:03.073333
462;10179;2017-12-19 11:46:48.765821
102;6455;2017-12-19 11:46:54.423606
462;9096;2017-12-19 11:47:37.305290
102;3883;2017-12-19 11:50:19.038141
102;4176;2017-12-19 11:51:08.864999
102;5972;2017-12-19 11:51:59.326458
102;5972;2017-12-19 11:52:33.641037
102;6285;2017-12-19 11:53:31.790318
102;7017;2017-12-19 11:55:00.030394
102;8303;2017-12-19 11:56:08.002541
102;9988;2017-12-19 12:07:47.052508
377;10004;2017-12-19 12:08:38.268906
377;6257;2017-12-19 12:09:00.060634
377;10171;2017-12-19 12:09:46.987290
377;4718;2017-12-19 12:10:31.157987
377;4734;2017-12-19 12:12:41.900574
377;4642;2017-12-19 12:14:34.820617
377;4655;2017-12-19 12:15:21.413535
377;6886;2017-12-19 12:16:02.973755
377;6518;2017-12-19 12:17:29.413361
377;9525;2017-12-19 12:20:51.848323
377;9016;2017-12-19 12:21:07.374148
377;7239;2017-12-19 12:22:47.836746
377;5578;2017-12-19 12:24:01.720718
377;7239;2017-12-19 12:24:08.878251
377;9996;2017-12-19 12:24:58.349904
377;9995;2017-12-19 12:25:24.785919
377;10007;2017-12-19 12:26:02.112139
376;7158;2017-12-19 12:26:21.114210
842;8304;2017-12-19 12:43:03.893393
842;8282;2017-12-19 12:54:32.151908
842;8270;2017-12-19 12:55:30.522512
842;8285;2017-12-19 12:58:30.968744
376;7202;2017-12-19 13:00:09.674759
388;10004;2017-12-19 14:03:08.192966
388;8005;2017-12-19 14:03:35.485256
388;4154;2017-12-19 14:03:45.643116
388;7434;2017-12-19 14:06:38.454316
388;7597;2017-12-19 14:07:59.193890
388;8224;2017-12-19 14:08:18.275712
388;6778;2017-12-19 14:09:09.780171
388;8005;2017-12-19 14:09:13.337803
388;10136;2017-12-19 14:09:50.842466
388;5306;2017-12-19 14:10:55.014364
388;9672;2017-12-19 14:12:34.713927
388;10137;2017-12-19 14:12:50.238623
388;10142;2017-12-19 14:13:39.753560
388;10143;2017-12-19 14:14:19.034364
388;10144;2017-12-19 14:15:55.452369
388;10144;2017-12-19 14:15:57.020071
388;10151;2017-12-19 14:26:32.799901
936;10046;2017-12-19 14:34:10.473442
936;10076;2017-12-19 14:36:17.698829
388;10156;2017-12-19 14:38:47.275688
388;4715;2017-12-19 14:41:14.096385
388;4722;2017-12-19 14:41:49.288641
388;4724;2017-12-19 14:44:16.452762
388;4733;2017-12-19 14:47:10.956823
